sample_id,attack,original_text,attack_text,pred,spam_prob,is_spam_gt,is_pred_spam
39,typos,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply","Want to funk up ur foone with a weekly new tne rply TONES2U 2 this text. wwww.rnggtnes.co.uk, the originl N best. Tones 3GBP network operator rates apply",spam,0.5755771558903294,1,1
40,original,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,ham,0.38113626203816403,1,0
40,leetspeak,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,7h3 curr3n7 l3@d1ng b1d 1$ 151. 70 p@u$3 7h1$ @uc710n $3nd 0U7. Cu$70m3r C@r3: 08718726270,ham,0.10268404173918924,1,0
40,spacing,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,The cu rrent lea.ding_ bid- is 151. To p ause t hi.s a-uction_ send_ OUT. Customer Ca re: 0871872_62-70,ham,0.30970762343550323,1,0
40,split_keywords,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,ham,0.38113626203816403,1,0
40,url_obfuscation,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,The current leading bid is 151[.] To pause this auction send OUT[.] Customer Care: 08718726270,ham,0.38113626203816403,1,0
40,typos,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,ThE current leading bid is 151. To paUse this auction send OUT. Custoer Care: 08718726270,ham,0.32258251441245145,1,0
41,original,"Thanks for your ringtone order, ref number R836. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069154","Thanks for your ringtone order, ref number R836. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069154",spam,0.8189855733353533,1,1
41,leetspeak,"Thanks for your ringtone order, ref number R836. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069154","7h@nk$ f0r y0ur r1ng70n3 0rd3r, r3f numb3r R836. Y0ur m0b1l3 w1ll b3 ch@rg3d å£4.50. $h0uld y0ur 70n3 n07 @rr1v3 pl3@$3 c@ll cu$70m3r $3rv1c3$ 0n 09065069154",ham,0.15962478913084543,1,0
41,spacing,"Thanks for your ringtone order, ref number R836. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069154","Thanks for y our rington e ord er, re_f number R836. Your mobile wil_l be c-harge_d å£4.5_0. Should your ton.e n_o t a-r_rive plea-se call cus tomer_ servic-es_ on- 0.9-065069_15-4",ham,0.49230551768623565,1,0
41,split_keywords,"Thanks for your ringtone order, ref number R836. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069154","Thanks for your ringtone order, ref number R836. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069154",spam,0.8189855733353533,1,1
41,url_obfuscation,"Thanks for your ringtone order, ref number R836. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069154","Thanks for your ringtone order, ref number R836[.] Your mobile will be charged å£4[.]50[.] Should your tone not arrive please call customer services on 09065069154",spam,0.8189855733353533,1,1
41,typos,"Thanks for your ringtone order, ref number R836. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069154","Thanks for your rigtone order, ref numbeer R836. Your mObile will be chaged å£4.50. Shoould you tone not arrive please call ccustOmer seerVices on 09065069154",spam,0.7636206290984191,1,1
42,original,You are a winner you have been specially selected to receive å£1000 cash or a å£2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p,You are a winner you have been specially selected to receive å£1000 cash or a å£2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p,spam,0.8943751054024334,1,1
42,leetspeak,You are a winner you have been specially selected to receive å£1000 cash or a å£2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p,Y0u @r3 @ w1nn3r y0u h@v3 b33n $p3c1@lly $3l3c73d 70 r3c31v3 å£1000 c@$h 0r @ å£2000 @w@rd. $p3@k 70 @ l1v3 0p3r@70r 70 cl@1m c@ll 087147123779@m-7pm. C0$7 10p,ham,0.1601322413107829,1,0
42,spacing,You are a winner you have been specially selected to receive å£1000 cash or a å£2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p,You are a wi.n.ner- you have be.en. s-peci-ally selected. to receive å£100_0 cash or a å£2000 award. Sp_e_ak to a l ive operato r to c.l a im call 08714_712377.9a-m.-7pm. Cost 1-0p,spam,0.8115366636149766,1,1
42,split_keywords,You are a winner you have been specially selected to receive å£1000 cash or a å£2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p,You are a w i n n e r you have been specially selected to receive å£1000 c a s h or a å£2000 award. Speak to a live operator to c l a i m call 087147123779am-7pm. Cost 10p,spam,0.7659013801082969,1,1
42,url_obfuscation,You are a winner you have been specially selected to receive å£1000 cash or a å£2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p,You are a winner you have been specially selected to receive å£1000 cash or a å£2000 award[.] Speak to a live operator to claim call 087147123779am-7pm[.] Cost 10p,spam,0.8943751054024334,1,1
42,typos,You are a winner you have been specially selected to receive å£1000 cash or a å£2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p,You are a winner you have bEen specially selected to receive å£1000 cash or a å£2000 award. Speak to a live operator to claim all 087147123779am-7pm. cost 10p,spam,0.8522304466425307,1,1
43,original,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,spam,0.7200400945544086,1,1
43,leetspeak,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,C0ngr@7$! N0k1@ 3650 v1d30 c@m3r@ ph0n3 1$ y0ur C@ll 09066382422 C@ll$ c0$7 150ppm @v3 c@ll 3m1n$ v@ry fr0m m0b1l3$ 16+ Cl0$3 300603 p0$7 BCM4284 Ldn WC1N3XX,ham,0.09468599603687544,1,0
43,spacing,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,Cong_ra ts! Nok ia 3_6.50 vi_d.eo camera ph.one is your Call. 090663824.2_2 Calls co-s-t 150 ppm A.ve call 3mins vary from mobil_es 16+ Close- 30_0603 po_st BC M4-28 4. Ldn WC1N3XX,spam,0.6264262944542013,1,1
43,split_keywords,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,spam,0.7200400945544086,1,1
43,url_obfuscation,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,spam,0.7200400945544086,1,1
43,typos,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,CooNgrats! nokIa 3650 video camera phone is your Calll 09066382422 Calls cost 150ppm Ave call 3mins vary fromm mobiles 16+ CLose 300603 post BCM4284 Ldn WC1N3XX,spam,0.6049198390889691,1,1
44,original,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call","YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call",spam,0.7594191727758912,1,1
44,leetspeak,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call","Y0UR CH@NC3 70 B3 0N @ R3@L17Y F@N7@$Y $H0W c@ll n0w = 08707509020 Ju$7 20p p3r m1n N77 L7d, P0 B0x 1327 Cr0yd0n CR9 5WB 0870 1$ @ n@710n@l = r@73 c@ll",ham,0.11100947604778548,1,0
44,spacing,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call","YOUR CHANCE TO BE ON A REALIT.Y F_ANTA-SY SHO W call now_ = 0-8707_509020  Just 20p per_ min NT T Ltd, PO Box 1327 Cro-ydo-n CR9 5.WB 0870 is. a na tional = rate c.a_l_l",spam,0.7116416284004569,1,1
44,split_keywords,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call","YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call",spam,0.7594191727758912,1,1
44,url_obfuscation,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call","YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call",spam,0.7594191727758912,1,1
44,typos,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call","YOUR CHANCE TO BE ON A RREALITY FANTASY SHOW all now = 08707509020 Just 20p per min NTT LTd, PO ox 1327 Croydon CR9 5WB 0870 is a national = rAtte call",spam,0.6542894139590885,1,1
45,original,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),ham,0.39860533022488553,1,0
45,leetspeak,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),1'd l1k3 70 73ll y0u my d33p3$7 d@rk3$7 f@n7@$13$. C@ll m3 09094646631 ju$7 60p/m1n. 70 $70p 73x7$ c@ll 08712460324 (n@7 r@73),ham,0.041089403277497334,1,0
45,spacing,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),I'd lik-e to tel-l yo-u my deepest darkes t fa-ntasi.es. Cal_l me 0909.46-46631 just_ 60p/min. T-o- stop t.exts call 08712.4-60324 (nat rate ),ham,0.31717747076731595,1,0
45,split_keywords,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),ham,0.39860533022488553,1,0
45,url_obfuscation,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),I'd like to tell you my deepest darkest fantasies[.] Call me 09094646631 just 60p/min[.] To stop texts call 08712460324 (nat rate),ham,0.39860533022488553,1,0
45,typos,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),I'd like to tell you my deepst darkest fantasies. Call Me 09094646631 just 60p/min. o stop texts call 08712460324 (nat rAte),ham,0.3595644750784393,1,0
46,original,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,spam,0.7005470437056295,1,1
46,leetspeak,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,4m7h$ h@lf pr1c3 0r@ng3 l1n3 r3n7@l & l@73$7 c@m3r@ ph0n3$ 4 FR33. H@d y0ur ph0n3 11m7h$+? C@ll M0b1l3$D1r3c7 fr33 0n 08000938767 70 upd@73 n0w! 0r2$70p7x7 7&C$,ham,0.051183192559973424,1,0
46,spacing,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,4mths half_ price Orange li.ne r ental & latest cam-e-r.a phones. 4 FRE.E-. Had you_r pho-ne 11mths+? Cal-l M_obi.l e.s-Di.rect f.r.ee on 0.8.000938767. to- upd a.t e- now! or2s-top_txt- T&Cs,ham,0.4502766314240445,1,0
46,split_keywords,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,4mths half price Orange line rental & latest camera phones 4 f r e e. Had your phone 11mths+? Call MobilesDirect f r e e on 08000938767 to update now! or2stoptxt T&Cs,spam,0.5761210089210655,1,1
46,url_obfuscation,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,4mths half price Orange line rental & latest camera phones 4 FREE[.] Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,spam,0.7005470437056295,1,1
46,typos,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,4mths half price Orange line reentaL & atest camera phones 4 FREE. Had youur Phone 11mths+? Call Mobilesdirect Free on 08000938767 to update now! or2stoptxt TT&Cs,spam,0.6168977993382657,1,1
47,original,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription","U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",spam,0.6826814261104471,1,1
47,leetspeak,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription","U c@n W1N å£100 0f Mu$1c G1f7 V0uch3r$ 3v3ry w33k $7@r71ng N0W 7x7 7h3 w0rd DR@W 70 87066 7$C$ www.1d3w.c0m $k1llG@m3, 1W1n@w33k, @g316. 150pp3rm3$$$ub$cr1p710n",ham,0.4705488194593554,1,0
47,spacing,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription","U can- W-IN å£100 of Mus_i-c. Gi_ft  Vouchers ev_ery_ w-ee-k st_arting  NOW Txt the w ord DRAW to 87066 T sCs ww.w.Idew.com SkillGame., 1_W-inaweek, age-16. 15_0ppe-rmessSub scription",spam,0.564757462140158,1,1
47,split_keywords,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription","U can w i n å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",spam,0.6353923231506455,1,1
47,url_obfuscation,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription","U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www[.]Idew[.]com SkillGame, 1Winaweek, age16[.] 150ppermessSubscription",spam,0.6272087853076506,1,1
47,typos,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription","U can WIN å£100 of Music Gift Vouchers every Wee startig NOW Txt the word DRAW to 87066 Tscs www.Idew.com SkillGame, 1winwweeek, aggE16. 150ppeRmessSubscription",spam,0.6708977810034401,1,1
48,original,URGENT We are trying to contact you Last weekends draw shows u have won a å£1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm,URGENT We are trying to contact you Last weekends draw shows u have won a å£1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm,spam,0.8292399260540355,1,1
48,leetspeak,URGENT We are trying to contact you Last weekends draw shows u have won a å£1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm,URG3N7 W3 @r3 7ry1ng 70 c0n7@c7 y0u L@$7 w33k3nd$ dr@w $h0w$ u h@v3 w0n @ å£1000 pr1z3 GU@R@N733D C@ll 09064017295 Cl@1m c0d3 K52 V@l1d 12hr$ 150p pm,ham,0.2199852507400123,1,0
48,spacing,URGENT We are trying to contact you Last weekends draw shows u have won a å£1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm,U RGE NT We are t.r-yin-g to con_tac-t you Last wee ke_n ds d-raw sh.ows u have won a å.£1000 pri_ze. GU ARANTEED Ca ll 09064017295 C laim code K52 Vali d 12hrs 150 p p.m,ham,0.24053860081215683,1,0
48,split_keywords,URGENT We are trying to contact you Last weekends draw shows u have won a å£1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm,u r g e n t We are trying to contact you Last weekends draw shows u have won a å£1000 p r i z e GUARANTEED Call 09064017295 c l a i m code K52 Valid 12hrs 150p pm,spam,0.6969675928623934,1,1
48,url_obfuscation,URGENT We are trying to contact you Last weekends draw shows u have won a å£1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm,URGENT We are trying to contact you Last weekends draw shows u have won a å£1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm,spam,0.8292399260540355,1,1
48,typos,URGENT We are trying to contact you Last weekends draw shows u have won a å£1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm,URGGENT We are tring t conttact ou Last weekends draw showws u havE won a å£1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hRs 150p pm,spam,0.744436046963135,1,1
49,original,CDs 4u: Congratulations ur awarded å£500 of CD gift vouchers or å£125 gift guaranteed & Freeentry 2 å£100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 ,CDs 4u: Congratulations ur awarded å£500 of CD gift vouchers or å£125 gift guaranteed & Freeentry 2 å£100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 ,spam,0.6989883075080423,1,1
49,leetspeak,CDs 4u: Congratulations ur awarded å£500 of CD gift vouchers or å£125 gift guaranteed & Freeentry 2 å£100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 ,CD$ 4u: C0ngr@7ul@710n$ ur @w@rd3d å£500 0f CD g1f7 v0uch3r$ 0r å£125 g1f7 gu@r@n733d & Fr333n7ry 2 å£100 wkly dr@w x7 MU$1C 70 87066 7nC$ www.ld3w.c0m1w1n150ppmx3@g316 ,ham,0.4368370684471872,1,0
49,spacing,CDs 4u: Congratulations ur awarded å£500 of CD gift vouchers or å£125 gift guaranteed & Freeentry 2 å£100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 ,CDs 4u: Congr_atulat-i.ons_ u r awa_rd ed  å£500. of  C-D gift vouchers_ or å£125 g ift- guaranteed & Freeentry 2 å£100 wkly dr aw xt MUSIC to 870.66 TnCs- www_.lde-w.com1win 150p_pm.x3_age16 ,spam,0.5791411996476502,1,1
49,split_keywords,CDs 4u: Congratulations ur awarded å£500 of CD gift vouchers or å£125 gift guaranteed & Freeentry 2 å£100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 ,CDs 4u: Congratulations ur awarded å£500 of CD gift vouchers or å£125 gift guaranteed & Freeentry 2 å£100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 ,spam,0.6989883075080423,1,1
49,url_obfuscation,CDs 4u: Congratulations ur awarded å£500 of CD gift vouchers or å£125 gift guaranteed & Freeentry 2 å£100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 ,CDs 4u: Congratulations ur awarded å£500 of CD gift vouchers or å£125 gift guaranteed & Freeentry 2 å£100 wkly draw xt MUSIC to 87066 TnCs www[.]ldew[.]com1win150ppmx3age16 ,spam,0.6085658118811167,1,1
49,typos,CDs 4u: Congratulations ur awarded å£500 of CD gift vouchers or å£125 gift guaranteed & Freeentry 2 å£100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 ,CDs 4u: Congratulations ur aWarded åå£500 of CD gft vouchers or å£125 gift guarannted & FreeentRY 2 åå£100 wkly draw xt MUSIC to 87066 TnCs ww.ldeeW.com1in150pPmx3age16 ,spam,0.5846371835001337,1,1
50,original,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,spam,0.840402958763343,1,1
50,leetspeak,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,FR33 f0r 1$7 w33k! N01 N0k1@ 70n3 4 ur m0b 3v3ry w33k ju$7 7x7 N0K1@ 70 8007 G37 7x71ng @nd 73ll ur m@73$ www.g37z3d.c0.uk P0B0x 36504 W45WQ n0rm150p/70n3 16+,ham,0.4675600911073906,1,0
50,spacing,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,F R.EE f or- 1st  week! No1 Nokia to.ne 4 ur  mob every week ju_st  t_xt- N-O KIA to 8007 Get txting_ and tell ur- ma.tes w_w.w..ge-t_zed_.co.uk PO Bo_x 36-504_ W45WQ norm15-0-p/tone 16+,spam,0.7408478193308656,1,1
50,split_keywords,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,f r e e for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,spam,0.7977609477224955,1,1
50,url_obfuscation,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www[.]getzed[.]co[.]uk POBox 36504 W45WQ norm150p/tone 16+,spam,0.8599367805207244,1,1
50,typos,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,FREE for 1st week! No1 Nokia tone 4 ur moob ever weeek just txt NOKIA to 8007 Get txttinG annd tell ur mates ww.getzed.co.uk POOBoX 36504 w45WQ norm150p/tone 16+,spam,0.8418974524492898,1,1
51,original,"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18","URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",spam,0.9366623907936684,1,1
51,leetspeak,"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18","URG3N7! Y0u h@v3 w0n @ 1 w33k FR33 m3mb3r$h1p 1n 0ur å£100,000 Pr1z3 J@ckp07! 7x7 7h3 w0rd: CL@1M 70 N0: 81010 7&C www.dbuk.n37 LCCL7D P0B0X 4403LDNW1@7RW18",spam,0.6892517150960916,1,1
51,spacing,"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18","UR-GENT! Y ou h_av e. wo.n a 1_ week_ FREE m emb ersh.i p in our. å£100,000 Prize J-ackpot! Txt the. word: CLAIM to No: 81010 T&C w ww.dbuk.net L CCLTD POBO X 4403LDNW1-A 7.RW18",spam,0.7834906658787788,1,1
51,split_keywords,"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18","u r g e n t! You have won a 1 week f r e e membership in our å£100,000 p r i z e Jackpot! Txt the word: c l a i m to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",spam,0.8303905083291921,1,1
51,url_obfuscation,"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18","URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www[.]dbuk[.]net LCCLTD POBOX 4403LDNW1A7RW18",spam,0.8880208161428335,1,1
51,typos,"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18","uRGEnT! YYou hae won a 1 week FREe membersship in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",spam,0.9245790052214814,1,1
52,original,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04 ,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04 ,spam,0.7797144648526854,1,1
52,leetspeak,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04 ,PR1V@73! Y0ur 2003 @cc0un7 $7@73m3n7 f0r 07815296484 $h0w$ 800 un-r3d33m3d $.1.M. p01n7$. C@ll 08718738001 1d3n71f13r C0d3 41782 3xp1r3$ 18/11/04 ,ham,0.2544696210282522,1,0
52,spacing,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04 ,PRI VATE! Your 200_3. Acc-ount Statement- for 07815296484 show_s 8 00 un-r_edeem.ed S-.I..M. point s. Call_ 08718-73.80.01 Identi.f ier C_od-e- 417_82 Expir e.s 18/11/0.4 ,spam,0.5567086783515514,1,1
